"","SAMPLE","SESSION","VEG","DAY","MONTH","YEAR","WEB","NIGHT","TRAP","CAPT","TAG","SPP","AGE","SEX","REPROD","WT","NOTES","Stapp.comments"
"960",5,"Sep-96","GRASS",17,9,1996,"25NE",2,24,"N",NA,"ONLE","A","M","R",32,"",NA
"961",5,"Sep-96","GRASS",17,9,1996,"25NE",2,121,"R",NA,"ONLE","A","M","N",NA,"",NA
"962",5,"Sep-96","GRASS",17,9,1996,"25NE",2,33,"N",NA,"PEMA","A","F","R",18,"",NA
"963",5,"Sep-96","GRASS",17,9,1996,"25NE",2,73,"N",NA,"REME","A","M","R",9,"",NA
"964",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,39,"N",NA,"DIOR","A","M","N",71.5,"",NA
"965",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,110,"N",NA,"ONLE","A","F","R",26,"",NA
"966",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,30,"R",NA,"ONLE","A","M","N",NA,"",NA
"967",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,48,"R",NA,"ONLE","A","F","N",NA,"",NA
"968",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,106,"R",NA,"ONLE","A","M","N",NA,"",NA
"969",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,40,"N",NA,"PEMA","A","F","R",20.5,"",NA
"970",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,10,"R",NA,"PEMA","S","F","N",NA,"",NA
"971",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,29,"R",NA,"PEMA","A","M","N",NA,"",NA
"972",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,38,"R",NA,"PEMA","A","M","N",NA,"",NA
"973",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,47,"R",NA,"PEMA","A","F","N",NA,"",NA
"974",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,50,"R",NA,"PEMA","A","M","N",NA,"",NA
"975",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,94,"R",NA,"PEMA","A","M","N",NA,"",NA
"976",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,120,"R",NA,"PEMA","A","F","R",NA,"",NA
"977",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,54,"N",NA,"REME","A","M","R",14,"",NA
"978",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,54,"N",NA,"REME","S","M","N",7,"",NA
"979",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,67,"N",NA,"REME","S","M","R",17,"",NA
"980",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,107,"N",NA,"REME","A","M","N",10,"",NA
"981",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,57,"R",NA,"REME","A","F","R",NA,"",NA
"982",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,76,"R",NA,"REME","A","F","R",NA,"",NA
"983",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,101,"R",NA,"REME","A","F","R",NA,"",NA
"984",5,"Sep-96","SHRUB",18,9,1996,"13NE",3,103,"R",NA,"REME","A","M","N",NA,"",NA
"985",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,90,"R",NA,"DIOR","A","F","N",NA,"",NA
"986",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,70,"N",NA,"ONLE","A","M","R",29,"",NA
"987",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,119,"N",NA,"ONLE","A","M","N",31,"",NA
"988",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,9,"R",NA,"ONLE","S","F","N",NA,"",NA
"989",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,20,"R",NA,"ONLE","S","M","N",NA,"",NA
"990",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,26,"R",NA,"ONLE","A","M","N",NA,"",NA
"991",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,78,"R",NA,"ONLE","A","F","N",NA,"",NA
"992",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,80,"R",NA,"ONLE","A","M","N",NA,"",NA
"993",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,108,"R",NA,"ONLE","A","M","N",NA,"",NA
"994",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,17,"R",NA,"PEMA","A","F","R",NA,"",NA
"995",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,27,"R",NA,"PEMA","S","M","N",NA,"",NA
"996",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,46,"R",NA,"PEMA","A","M","N",NA,"",NA
"997",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,60,"R",NA,"PEMA","A","F","R",NA,"",NA
"998",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,77,"R",NA,"PEMA","A","F","N",NA,"",NA
"999",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,79,"R",NA,"PEMA","A","F","R",NA,"",NA
"1000",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,89,"R",NA,"PEMA","A","M","R",NA,"",NA
"1001",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,99,"R",NA,"PEMA","A","M","N",NA,"",NA
"1002",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,100,"R",NA,"PEMA","A","M","N",NA,"",NA
"1003",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,106,"R",NA,"PEMA","S","F","N",NA,"",NA
"1004",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,109,"R",NA,"PEMA","A","M","N",NA,"",NA
"1005",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,110,"R",NA,"PEMA","A","F","R",NA,"",NA
"1006",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,123,"R",NA,"PEMA","A","F","N",NA,"",NA
"1007",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,42,"R",NA,"REME","A","F","R",NA,"",NA
"1008",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,45,"R",NA,"REME","A","F","R",NA,"",NA
"1009",5,"Sep-96","SHRUB",18,9,1996,"13NW",3,47,"R",NA,"REME","A","M","R",NA,"",NA
"1010",5,"Sep-96","GRASS",18,9,1996,"25NE",3,72,"R",NA,"REME","A","M","R",NA,"",NA
"1011",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,36,"N",NA,"DIOR","A","M","N",72,"",NA
"1012",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,38,"N",NA,"ONLE","A","M","N",NA,"",NA
"1013",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,13,"R",NA,"ONLE","A","M","N",NA,"",NA
"1014",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,30,"R",NA,"ONLE","A","M","N",NA,"",NA
"1015",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,47,"R",NA,"ONLE","A","M","N",NA,"",NA
"1016",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,50,"R",NA,"ONLE","A","F","N",NA,"",NA
"1017",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,60,"R",NA,"ONLE","A","F","N",NA,"",NA
"1018",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,65,"R",NA,"ONLE","A","F","N",NA,"",NA
"1019",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,106,"R",NA,"ONLE","A","M","N",NA,"",NA
"1020",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,27,"N",NA,"PEMA","A","M","N",20,"",NA
"1021",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,67,"N",NA,"PEMA","A","F","N",14,"",NA
"1022",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,76,"N",NA,"PEMA","S","M","N",18,"",NA
"1023",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,8,"R",NA,"PEMA","A","F","N",NA,"",NA
"1024",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,29,"R",NA,"PEMA","A","M","N",NA,"",NA
"1025",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,40,"R",NA,"PEMA","A","F","R",NA,"",NA
"1026",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,44,"R",NA,"PEMA","A","M","N",NA,"",NA
"1027",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,48,"R",NA,"PEMA","A","M","N",NA,"",NA
"1028",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,69,"R",NA,"PEMA","A","F","R",NA,"",NA
"1029",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,79,"R",NA,"PEMA","S","M","R",NA,"",NA
"1030",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,94,"R",NA,"PEMA","A","M","N",NA,"",NA
"1031",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,35,"N",NA,"REME","A","M","N",10,"",NA
"1032",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,59,"N",NA,"REME","A","M","R",8,"",NA
"1033",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,103,"N",NA,"REME","A","M","N",11,"",NA
"1034",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,57,"R",NA,"REME","A","M","N",NA,"",NA
"1035",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,58,"R",NA,"REME","A","F","R",NA,"",NA
"1036",5,"Sep-96","SHRUB",19,9,1996,"13NE",4,84,"R",NA,"REME","A","F","R",NA,"",NA
"1037",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,89,"R",NA,"DIOR","A","F","N",NA,"",NA
"1038",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,120,"N",NA,"ONLE","S","F","N",24,"",NA
"1039",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,29,"R",NA,"ONLE","A","M","N",NA,"",NA
"1040",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,78,"R",NA,"ONLE","A","M","N",NA,"",NA
"1041",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,94,"R",NA,"ONLE","A","F","N",NA,"",NA
"1042",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,106,"R",NA,"ONLE","A","M","N",NA,"",NA
"1043",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,108,"R",NA,"ONLE","A","M","N",NA,"",NA
"1044",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,117,"R",NA,"ONLE","A","F","N",NA,"",NA
"1045",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,118,"R",NA,"ONLE","A","M","N",NA,"",NA
"1046",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,9,"N",NA,"PEMA","A","F","N",21,"",NA
"1047",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,90,"N",NA,"PEMA","A","M","N",14,"",NA
"1048",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,17,"R",NA,"PEMA","S","M","N",NA,"",NA
"1049",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,18,"R",NA,"PEMA","A","F","R",NA,"",NA
"1050",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,46,"R",NA,"PEMA","A","F","N",NA,"",NA
"1051",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,67,"R",NA,"PEMA","A","F","N",NA,"",NA
"1052",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,77,"R",NA,"PEMA","A","F","R",NA,"",NA
"1053",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,79,"R",NA,"PEMA","A","M","N",NA,"",NA
"1054",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,99,"R",NA,"PEMA","A","M","N",NA,"",NA
"1055",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,100,"R",NA,"PEMA","A","M","N",NA,"",NA
"1056",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,109,"R",NA,"PEMA","A","F","N",NA,"",NA
"1057",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,86,"N",NA,"REME","A","M","N",14,"",NA
"1058",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,31,"R",NA,"REME","A","F","N",NA,"",NA
"1059",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,68,"R",NA,"REME","A","M","N",NA,"",NA
"1060",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,80,"R",NA,"REME","A","F","N",NA,"",NA
"1061",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,37,"N",NA,"THTA","A","F","N",73,"",NA
"1062",5,"Sep-96","SHRUB",19,9,1996,"13NW",4,119,"N",NA,"THTA","A","F","N",90,"",NA
"1063",5,"Sep-96","GRASS",19,9,1996,"25NE",4,12,"R",NA,"ONLE","A","M","N",NA,"",NA
"1064",5,"Sep-96","GRASS",19,9,1996,"25NE",4,20,"R",NA,"ONLE","A","F","N",NA,"",NA
"1065",5,"Sep-96","GRASS",19,9,1996,"25NE",4,15,"N",NA,"PEMA","A","F","R",14,"",NA
"1066",6,"May-97","SHRUB",5,5,1997,"13NE",1,49,"N",NA,"DIOR","A","M","R",66,"",NA
"1067",6,"May-97","SHRUB",5,5,1997,"13NE",1,44,"N",NA,"ONLE","J","F","N",14,"",NA
"1068",6,"May-97","SHRUB",5,5,1997,"13NE",1,46,"N",NA,"ONLE","A","M","R",34,"",NA
"1069",6,"May-97","SHRUB",5,5,1997,"13NE",1,48,"N",NA,"ONLE","J","F","N",14,"",NA
"1070",6,"May-97","SHRUB",5,5,1997,"13NE",1,14,"N",NA,"PEMA","A","F","N",17,"",NA
"1071",6,"May-97","SHRUB",5,5,1997,"13NE",1,10,"N",NA,"PEMA","A","F","N",25,"",NA
"1072",6,"May-97","SHRUB",5,5,1997,"13NE",1,111,"N",NA,"PEMA","A","M","N",18,"",NA
"1073",6,"May-97","SHRUB",5,5,1997,"13NE",1,94,"N",NA,"PEMA","A","M","N",16,"",NA
"1074",6,"May-97","SHRUB",5,5,1997,"13NE",1,89,"N",NA,"PEMA","A","M","R",20.5,"",NA
"1075",6,"May-97","SHRUB",5,5,1997,"13NE",1,66,"N",NA,"PEMA","A","F","R",19,"",NA
"1076",6,"May-97","SHRUB",5,5,1997,"13NW",1,40,"N",NA,"DIOR","A","M","R",62,"",NA
"1077",6,"May-97","SHRUB",5,5,1997,"13NW",1,89,"N",NA,"DIOR","A","F","R",68,"",NA
"1078",6,"May-97","SHRUB",5,5,1997,"13NW",1,78,"N",NA,"DIOR","A","M",NA,70,"",NA
"1079",6,"May-97","SHRUB",5,5,1997,"13NW",1,119,"N",NA,"DIOR","A","M","R",66,"",NA
"1080",6,"May-97","SHRUB",5,5,1997,"13NW",1,10,"N",NA,"PEMA","A","F","R",20,"",NA
"1081",6,"May-97","SHRUB",5,5,1997,"13NW",1,7,"N",NA,"PEMA","A","F","N",24,"",NA
"1082",6,"May-97","SHRUB",5,5,1997,"13NW",1,109,"N",NA,"PEMA","A","M","N",16,"",NA
"1083",6,"May-97","SHRUB",5,5,1997,"13NW",1,117,"N",NA,"PEMA","A","M","N",20,"",NA
"1084",6,"May-97","SHRUB",5,5,1997,"13NW",1,116,"N",NA,"PEMA","A","F","N",18,"",NA
"1085",6,"May-97","GRASS",5,5,1997,"25NE",1,107,"N",NA,"SPTR","A","F","N",132,"",NA
"1086",6,"May-97","SHRUB",6,5,1997,"13NE",2,48,"R",NA,"DIOR","A","M","R",NA,"",NA
"1087",6,"May-97","SHRUB",6,5,1997,"13NE",2,40,"R",1801,"ONLE","J","F","N",NA,"",NA
"1088",6,"May-97","SHRUB",6,5,1997,"13NE",2,97,"N",NA,"PEMA","J","M","N",8,"",NA
"1089",6,"May-97","SHRUB",6,5,1997,"13NE",2,19,"N",NA,"PEMA","A","M","R",23,"",NA
"1090",6,"May-97","SHRUB",6,5,1997,"13NE",2,9,"R",NA,"PEMA","A","F","R",NA,"",NA
"1091",6,"May-97","SHRUB",6,5,1997,"13NE",2,31,"R",1901,"PEMA","A","M","N",NA,"",NA
"1092",6,"May-97","SHRUB",6,5,1997,"13NE",2,94,"R",NA,"PEMA","A","M","N",NA,"",NA
"1093",6,"May-97","SHRUB",6,5,1997,"13NE",2,13,"R",NA,"PEMA","A","F","N",NA,"",NA
"1094",6,"May-97","SHRUB",6,5,1997,"13NE",2,80,"R",NA,"PEMA","A","F","R",NA,"",NA
"1095",6,"May-97","SHRUB",6,5,1997,"13NE",2,10,"N",NA,"REME","A","M","N",NA,"",NA
"1096",6,"May-97","SHRUB",6,5,1997,"13NW",2,89,"N",NA,"DIOR","A","M","N",72,"",NA
"1097",6,"May-97","SHRUB",6,5,1997,"13NW",2,88,"R",NA,"DIOR","A","F","R",70,"",NA
"1098",6,"May-97","SHRUB",6,5,1997,"13NW",2,118,"R",NA,"DIOR","A","M","R",NA,"",NA
"1099",6,"May-97","SHRUB",6,5,1997,"13NW",2,31,"N",NA,"PEMA","A","M","R",23,"",NA
"1100",6,"May-97","SHRUB",6,5,1997,"13NW",2,120,"N",NA,"PEMA","A","F","R",22,"",NA
"1101",6,"May-97","SHRUB",6,5,1997,"13NW",2,2,"R",NA,"PEMA","A","M","N",NA,"",NA
"1102",6,"May-97","SHRUB",6,5,1997,"13NW",2,119,"R",NA,"PEMA","A","M","N",NA,"",NA
"1103",6,"May-97","SHRUB",6,5,1997,"13NW",2,115,"R",NA,"PEMA","A","F","R",16,"DIT",NA
"1104",6,"May-97","SHRUB",6,5,1997,"13NW",2,5,"R",NA,"PEMA","A","F","R",NA,"",NA
"1105",6,"May-97","SHRUB",6,5,1997,"13NW",2,10,"R",NA,"PEMA","A","F","N",NA,"",NA
"1106",6,"May-97","SHRUB",7,5,1997,"13NE",3,50,"N",NA,"DIOR","A","F","R",56,"",NA
"1107",6,"May-97","SHRUB",7,5,1997,"13NE",3,49,"N",NA,"DIOR","A","M","N",75,"",NA
"1108",6,"May-97","SHRUB",7,5,1997,"13NE",3,48,"R",NA,"DIOR","A","M","R",NA,"",NA
"1109",6,"May-97","SHRUB",7,5,1997,"13NE",3,32,"N",1805,"ONLE","J","F","N",16,"",NA
"1110",6,"May-97","SHRUB",7,5,1997,"13NE",3,45,"R",1801,"ONLE","J","F","N",NA,"",NA
"1111",6,"May-97","SHRUB",7,5,1997,"13NE",3,40,"R",1803,"ONLE","J","F","N",NA,"",NA
"1112",6,"May-97","SHRUB",7,5,1997,"13NE",3,38,"R",NA,"ONLE","A","M","N",NA,"",NA
"1113",6,"May-97","SHRUB",7,5,1997,"13NE",3,47,"N",NA,"PEMA","A","F","R",26,"",NA
"1114",6,"May-97","SHRUB",7,5,1997,"13NE",3,43,"N",NA,"PEMA","J","F","N",14,"",NA
"1115",6,"May-97","SHRUB",7,5,1997,"13NE",3,3,"R",NA,"PEMA","A","F","N",NA,"",NA
"1116",6,"May-97","SHRUB",7,5,1997,"13NE",3,4,"R",NA,"PEMA","J","F","N",NA,"",NA
"1117",6,"May-97","SHRUB",7,5,1997,"13NE",3,9,"R",NA,"PEMA","A","M","N",NA,"",NA
"1118",6,"May-97","SHRUB",7,5,1997,"13NE",3,80,"R",NA,"PEMA","A","F","N",NA,"",NA
"1119",6,"May-97","SHRUB",7,5,1997,"13NE",3,39,"R",1901,"PEMA","A","M","R",NA,"",NA
"1120",6,"May-97","SHRUB",7,5,1997,"13NE",3,66,"R",NA,"PEMA","J","M","N",NA,"",NA
"1121",6,"May-97","SHRUB",7,5,1997,"13NW",3,109,"N",NA,"DIOR","A","F","R",63,"",NA
"1122",6,"May-97","SHRUB",7,5,1997,"13NW",3,79,"R",NA,"DIOR","A","M","R",NA,"",NA
"1123",6,"May-97","SHRUB",7,5,1997,"13NW",3,90,"R",NA,"DIOR","A","M","R",NA,"",NA
"1124",6,"May-97","SHRUB",7,5,1997,"13NW",3,89,"R",NA,"DIOR","A","F","R",NA,"PREGNANT",NA
"1125",6,"May-97","SHRUB",7,5,1997,"13NW",3,20,"R",NA,"DIOR","A","M","R",NA,"",NA
"1126",6,"May-97","SHRUB",7,5,1997,"13NW",3,40,"R",NA,"DIOR","A","M","R",NA,"",NA
"1127",6,"May-97","SHRUB",7,5,1997,"13NW",3,37,"N",1804,"ONLE","A","M","R",42,"",NA
"1128",6,"May-97","SHRUB",7,5,1997,"13NW",3,9,"N",NA,"PEMA","A","M","N",22,"",NA
"1129",6,"May-97","SHRUB",7,5,1997,"13NW",3,18,"N",NA,"PEMA","A","M","N",24,"",NA
"1130",6,"May-97","SHRUB",7,5,1997,"13NW",3,36,"N",NA,"PEMA","A","M","N",18,"",NA
"1131",6,"May-97","SHRUB",7,5,1997,"13NW",3,116,"N",NA,"PEMA","A","F","R",22,"",NA
"1132",6,"May-97","SHRUB",7,5,1997,"13NW",3,10,"R",NA,"PEMA","A","F","N",NA,"",NA
"1133",6,"May-97","SHRUB",7,5,1997,"13NW",3,24,"R",NA,"PEMA","A","F","N",NA,"",NA
"1134",6,"May-97","SHRUB",7,5,1997,"13NW",3,115,"R",NA,"PEMA","A","M","N",NA,"",NA
"1135",6,"May-97","SHRUB",7,5,1997,"13NW",3,117,"R",NA,"PEMA","A","F","R",NA,"",NA
"1136",6,"May-97","SHRUB",7,5,1997,"13NW",3,119,"R",NA,"PEMA","A","M","R",NA,"",NA
"1137",6,"May-97","SHRUB",7,5,1997,"13NW",3,26,"N",NA,"REME","A","M","N",12,"",NA
"1138",6,"May-97","GRASS",7,5,1997,"25NE",3,19,"N",1806,"ONLE","A","F","R",40,"",NA
"1139",6,"May-97","SHRUB",8,5,1997,"13NE",4,49,"N",NA,"DIOR","A","F","N",56,"",NA
"1140",6,"May-97","SHRUB",8,5,1997,"13NE",4,47,"R",NA,"DIOR","A","F","R",NA,"",NA
"1141",6,"May-97","SHRUB",8,5,1997,"13NE",4,33,"N",1809,"ONLE","A","M","R",38,"",NA
"1142",6,"May-97","SHRUB",8,5,1997,"13NE",4,44,"N",1808,"ONLE","A","F","R",46,"",NA
"1143",6,"May-97","SHRUB",8,5,1997,"13NE",4,14,"N",1807,"ONLE","A","M","N",39,"",NA
"1144",6,"May-97","SHRUB",8,5,1997,"13NE",4,10,"N",NA,"PEMA","S","F","N",15,"",NA
"1145",6,"May-97","SHRUB",8,5,1997,"13NE",4,4,"N",NA,"PEMA","A","M","N",17,"",NA
"1146",6,"May-97","SHRUB",8,5,1997,"13NE",4,46,"N",NA,"PEMA","A","M","N",24,"",NA
"1147",6,"May-97","SHRUB",8,5,1997,"13NE",4,8,"R",NA,"PEMA","A","F","N",NA,"",NA
"1148",6,"May-97","SHRUB",8,5,1997,"13NE",4,5,"R",1901,"PEMA","A","M","N",NA,"",NA
"1149",6,"May-97","SHRUB",8,5,1997,"13NE",4,111,"R",NA,"PEMA","J","M","N",NA,"",NA
"1150",6,"May-97","SHRUB",8,5,1997,"13NE",4,48,"R",NA,"PEMA","A","F","N",NA,"",NA
"1151",6,"May-97","SHRUB",8,5,1997,"13NE",4,103,"N",NA,"REME","A","F","N",9,"",NA
"1152",6,"May-97","SHRUB",8,5,1997,"13NE",4,124,"R",NA,"REME","A","M","N",NA,"",NA
"1153",6,"May-97","SHRUB",8,5,1997,"13NW",4,9,"N",NA,"DIOR","A","M","R",70,"",NA
"1154",6,"May-97","SHRUB",8,5,1997,"13NW",4,87,"R",NA,"DIOR","A","M","R",NA,"",NA
"1155",6,"May-97","SHRUB",8,5,1997,"13NW",4,120,"R",1804,"ONLE","A","M","R",NA,"",NA
"1156",6,"May-97","SHRUB",8,5,1997,"13NW",4,78,"R",NA,"ONLE","A","F","R",NA,"",NA
"1157",6,"May-97","SHRUB",8,5,1997,"13NW",4,100,"N",NA,"PEMA","A","M","N",21,"",NA
"1158",6,"May-97","SHRUB",8,5,1997,"13NW",4,32,"R",NA,"PEMA","A","F","N",NA,"",NA
"1159",6,"May-97","SHRUB",8,5,1997,"13NW",4,106,"R",NA,"PEMA","J","F","N",NA,"",NA
"1160",6,"May-97","SHRUB",8,5,1997,"13NW",4,10,"R",NA,"PEMA","A","M","N",NA,"",NA
"1161",6,"May-97","SHRUB",8,5,1997,"13NW",4,118,"R",NA,"PEMA","A","F","N",NA,"",NA
"1162",6,"May-97","SHRUB",8,5,1997,"13NW",4,119,"R",NA,"PEMA","A","M","N",NA,"",NA
"1163",6,"May-97","GRASS",8,5,1997,"25NE",4,18,"N",NA,"PEMA","S","F","N",16,"",NA
"1164",6,"May-97","SHRUB",12,5,1997,"24NE",1,19,"N",NA,"DIOR","A","M","R",74,"",NA
"1165",6,"May-97","SHRUB",12,5,1997,"24NE",1,78,"N",NA,"DIOR","A","F","R",66,"VAG PLUG",NA
"1166",6,"May-97","SHRUB",12,5,1997,"24NE",1,9,"N",NA,"DIOR","A","M","R",70,"",NA
"1167",6,"May-97","SHRUB",12,5,1997,"24NE",1,6,"N",NA,"DIOR","A","F","N",67,"",NA
"1168",6,"May-97","SHRUB",12,5,1997,"24NE",1,109,"N",NA,"DIOR","A","F","R",69,"",NA
"1169",6,"May-97","SHRUB",12,5,1997,"24NE",1,107,"N",NA,"DIOR","A","M","R",83,"",NA
"1170",6,"May-97","SHRUB",12,5,1997,"24NE",1,67,"N",NA,"PEMA","A","M","N",20,"",NA
"1171",6,"May-97","SHRUB",12,5,1997,"24NE",1,60,"N",NA,"PEMA","A","M","R",12,"",NA
"1172",6,"May-97","SHRUB",12,5,1997,"24NE",1,59,"N",NA,"PEMA","A","M","N",24,"",NA
"1173",6,"May-97","SHRUB",12,5,1997,"24NE",1,56,"N",NA,"PEMA","A","F","N",18,"",NA
"1174",6,"May-97","SHRUB",12,5,1997,"24NE",1,10,"N",NA,"PEMA","A","M","N",20,"",NA
"1175",6,"May-97","SHRUB",12,5,1997,"24NE",1,119,"N",NA,"PEMA","A","F","N",30,"",NA
"1176",6,"May-97","SHRUB",13,5,1997,"24NE",2,4,"N",NA,"DIOR","A","F","R",68,"",NA
"1177",6,"May-97","SHRUB",13,5,1997,"24NE",2,9,"N",NA,"DIOR","A","F","R",72,"",NA
"1178",6,"May-97","SHRUB",13,5,1997,"24NE",2,10,"N",NA,"DIOR","A","M","N",69,"",NA
"1179",6,"May-97","SHRUB",13,5,1997,"24NE",2,116,"N",NA,"DIOR","S","M","N",51,"",NA
"1180",6,"May-97","SHRUB",13,5,1997,"24NE",2,36,"N",1394,"DIOR","A","M","N",63,"",NA
"1181",6,"May-97","SHRUB",13,5,1997,"24NE",2,16,"R",NA,"DIOR","A","M","N",NA,"",NA
"1182",6,"May-97","SHRUB",13,5,1997,"24NE",2,109,"R",NA,"DIOR","A","M","R",NA,"",NA
"1183",6,"May-97","SHRUB",13,5,1997,"24NE",2,110,"R",NA,"DIOR","A","M","N",NA,"",NA
"1184",6,"May-97","SHRUB",13,5,1997,"24NE",2,79,"R",NA,"DIOR","A","F","R",NA,"VAG PLUG",NA
"1185",6,"May-97","SHRUB",13,5,1997,"24NE",2,30,"N",1810,"ONLE","A","M","R",40,"",NA
"1186",6,"May-97","SHRUB",13,5,1997,"24NE",2,105,"N",NA,"PEMA","A","M","N",20,"",NA
"1187",6,"May-97","SHRUB",13,5,1997,"24NE",2,26,"N",NA,"PEMA","A","F","R",29,"",NA
"1188",6,"May-97","SHRUB",13,5,1997,"24NE",2,67,"R",NA,"PEMA","A","M","N",NA,"",NA
"1189",6,"May-97","SHRUB",13,5,1997,"24NE",2,59,"R",NA,"PEMA","A","M","R",NA,"",NA
"1190",6,"May-97","SHRUB",13,5,1997,"24NE",2,58,"R",NA,"PEMA","A","M","R",NA,"",NA
"1191",6,"May-97","SHRUB",13,5,1997,"24NE",2,54,"R",NA,"PEMA","A","F","R",NA,"",NA
"1192",6,"May-97","SHRUB",13,5,1997,"24NE",2,37,"R",NA,"PEMA","A","M","N",NA,"",NA
"1193",6,"May-97","SHRUB",13,5,1997,"24NE",2,92,"N",NA,"REME","A","F","N",11,"",NA
"1194",6,"May-97","SHRUB",14,5,1997,"24NE",3,29,"N",NA,"DIOR","S","M","N",49,"",NA
