Date	Stratum	Transect	Lat	Long	Species	Total	Juvenile	L/R	Strip	comments
2006-06-06	Morceau				o	1				
2006-06-06	Morceau				rh	6				
2006-06-06	Morceau				g	18				
2006-06-06	Morceau				g	1				
2006-06-06	Morceau				rh	2				
2006-06-06	Morceau				k	3				
2006-06-06	Morceau				k	3				
2006-06-06	Morceau				j	1				
2006-06-06	Morceau				o	14	12			
2006-06-06	Morceau				o	1				
2006-06-06	Morceau				g	1				
2006-06-06	Morceau				o	1				
2006-06-06	Morceau				o	9				
2006-06-06	Morceau				rh	12				
2006-06-06	Morceau				rh	1				
2006-06-06	Morceau				k	3				
2006-06-06	Morceau				g	10				
2006-06-06	Morceau				o	10				
2006-06-06	Morceau				o	1				
2006-06-06	Morceau				rh	1				
2006-06-06	Morceau				o	3				
2006-06-06	Morceau				g	2				
2006-06-06	Morceau				rh	2				
2006-06-06	Morceau				g	7				
2006-06-06	Morceau				rh	24				
2006-06-06	Morceau				st	1				
2006-06-06	Morceau				k	4				
2006-06-06	Morceau				k	1				
2006-06-06	Morceau				g	1				
2006-06-06	Morceau				sp	2				
2006-06-06	Morceau				rh	2				
2006-06-06	Morceau				g	40				
2006-06-06	Morceau				g	7				
2006-06-06	Morceau				o	5				
2006-06-06	Morceau				rh	12				
2006-06-06	Morceau				g	12				
2006-06-06	Morceau				g	1				
2006-06-06	Morceau				rh	2				
2006-06-06	Morceau				sp	3				
2006-06-06	Morceau				rh	3				
2006-06-06	Morceau				g	1				
2006-06-06	Morceau				j	1				
2006-06-06	Morceau				mz	7				
2006-06-06	Morceau				g	22				
2006-06-06	Morceau				k	8				
2006-06-06	Morceau				o	3				
2006-06-06	Morceau				sp	1				
2006-06-06	Morceau				rh	6				
2006-06-06	Morceau				sp	13				
2006-06-06	Morceau				k	1				
2006-06-06	Morceau				sp	1				
2006-06-06	Morceau				g	2				
2006-06-06	Morceau				k	4				
2006-06-06	Morceau				sp	1				
2006-06-06	Morceau				k	4				
2006-06-06	Klipplaatfontein				sp	3				
2006-06-06	Klipplaatfontein				st	1				
2006-06-06	Klipplaatfontein				sp	2				
2006-06-06	Klipplaatfontein				o	3				
2006-06-06	Klipplaatfontein				mz	22	1			
2006-06-06	Klipplaatfontein				rh	36				
2006-06-06	Klipplaatfontein				rh	4				
2006-06-06	Klipplaatfontein				k	6				
2006-06-06	Klipplaatfontein				rh	3				
2006-06-06	Klipplaatfontein				mz	5				
2006-06-06	Klipplaatfontein				sp	2				
2006-06-06	Klipplaatfontein				gr	9				
2006-06-06	Klipplaatfontein				mz	4				
2006-06-06	Klipplaatfontein				rh	9				
2006-06-06	Klipplaatfontein				k	6				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				mz	3				
2006-06-06	Klipplaatfontein				mz	8				
2006-06-06	Klipplaatfontein				rh	2				
2006-06-06	Klipplaatfontein				sp	4				
2006-06-06	Klipplaatfontein				sp	1				
2006-06-06	Klipplaatfontein				rh	1				
2006-06-06	Klipplaatfontein				o	2				
2006-06-06	Klipplaatfontein				k	1				
2006-06-06	Klipplaatfontein				k	3				
2006-06-06	Klipplaatfontein				rh	5				
2006-06-06	Klipplaatfontein				st	1				
2006-06-06	Klipplaatfontein				rh	1				
2006-06-06	Klipplaatfontein				k	1				
2006-06-06	Klipplaatfontein				mz	8				
2006-06-06	Klipplaatfontein				mz	6	2			
2006-06-06	Klipplaatfontein				kl	3				
2006-06-06	Klipplaatfontein				k	1				
2006-06-06	Klipplaatfontein				mz	2				
2006-06-06	Klipplaatfontein				o	1				
2006-06-06	Klipplaatfontein				sp	7				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				j	1				
2006-06-06	Klipplaatfontein				o	1				
2006-06-06	Klipplaatfontein				el	2				
2006-06-06	Klipplaatfontein				d	1				
2006-06-06	Klipplaatfontein				mz	8	2			
2006-06-06	Klipplaatfontein				rh	2				
2006-06-06	Klipplaatfontein				sp	1				
2006-06-06	Klipplaatfontein				k	6				
2006-06-06	Klipplaatfontein				k	1				
2006-06-06	Klipplaatfontein				k	9				
2006-06-06	Klipplaatfontein				kl	3				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				k	9				
2006-06-06	Klipplaatfontein				k	6				
2006-06-06	Klipplaatfontein				rh	16				
2006-06-06	Klipplaatfontein				be	1				
2006-06-06	Klipplaatfontein				kl	3				
2006-06-06	Klipplaatfontein				kl	4				
2006-06-06	Klipplaatfontein				be	2				
2006-06-06	Klipplaatfontein				st	1				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				k	3				
2006-06-06	Klipplaatfontein				kl	3				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				kl	3				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				kl	5				
2006-06-06	Klipplaatfontein				kl	1				
2006-06-06	Klipplaatfontein				kl	2				
2006-06-06	Klipplaatfontein				kl	3				
2006-06-06	Klipplaatfontein				mr	3				end
