year,season,date,habitat,night,web,trap,recap,spp,sex,age,weight,repro,recond,incomplete,marked,dead,closed,newborn,keyfield,datasetid,POINT_X,POINT_Y,table_id,layer_id
1996,F,10/18/1996,JG,3,1,126,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG1126,DSL2006013,-106.8617899,32.59622738,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,1,129,Y,DISP,.,.,0,.,.,.,.,.,.,.,JG1129,DSL2006013,-106.8619503,32.59646107,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,2,130,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG2130,DSL2006013,-106.8596652,32.59481279,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,1,131,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG1131,DSL2006013,-106.8620577,32.59661682,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,1,132,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG1132,DSL2006013,-106.8621109,32.59669524,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,1,136,Y,NEMI,.,.,0,.,.,.,.,.,.,.,JG1136,DSL2006013,-106.861582,32.59610008,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,3,139,N,SPSP,.,J,49,N,.,.,.,.,.,.,JG3139,DSL2006013,-106.8558935,32.59353937,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,2,140,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG2140,DSL2006013,-106.859234,32.59473892,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,3,140,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG3140,DSL2006013,-106.8558955,32.59362973,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,1,140,N,NEMI,M,A,255,N,.,.,.,.,.,.,JG1140,DSL2006013,-106.8615943,32.59646039,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,2,143,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG2143,DSL2006013,-106.8592407,32.59500924,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,1,143,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG1143,DSL2006013,-106.8615942,32.59671289,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,3,144,Y,DIOR,.,.,0,.,.,.,.,.,.,.,JG3144,DSL2006013,-106.8559127,32.59398861,100-086-9.1,210-086-3.1
1996,F,10/18/1996,JG,3,2,144,N,SPSP,F,A,76,N,.,.,.,.,.,.,JG2144,DSL2006013,-106.8592386,32.59510114,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,3,N,DIOR,.,J,26,N,.,.,.,.,.,.,JG23,DSL2006013,-106.8591504,32.59431439,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,8,N,DIOR,M,A,61,Y,S,.,.,.,.,.,JG28,DSL2006013,-106.8589096,32.5946662,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,10,N,NEMI,F,A,225,N,.,.,.,.,.,.,JG210,DSL2006013,-106.8588043,32.59482049,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,11,N,DIOR,F,A,52,N,.,.,.,.,.,.,JG211,DSL2006013,-106.8587541,32.59490148,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,16,N,DIOR,M,A,63,Y,S,.,.,.,.,.,JG216,DSL2006013,-106.859048,32.59429091,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,17,N,NEAL,.,A,0,.,.,Y,U,.,.,.,JG217,DSL2006013,-106.8589533,32.59433654,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,18,N,DIOR,F,A,54,N,.,.,.,.,.,.,JG218,DSL2006013,-106.8588614,32.59438065,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,21,N,DIOR,M,A,0,N,.,Y,M,.,.,.,JG221,DSL2006013,-106.8585888,32.59451598,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,31,N,DIOR,F,A,48,N,.,.,.,.,.,.,JG231,DSL2006013,-106.8586956,32.59420305,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,33,N,DIOR,F,A,48,N,.,.,.,.,.,.,JG233,DSL2006013,-106.8584836,32.59420734,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,35,N,DIOR,M,A,54,Y,S,.,.,.,.,.,JG235,DSL2006013,-106.8582687,32.59420989,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,36,N,ONLE,.,J,21,N,.,.,.,.,.,.,JG236,DSL2006013,-106.85816,32.59421169,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,38,N,DIOR,.,J,35,N,.,.,.,.,.,.,JG238,DSL2006013,-106.8591361,32.59415424,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,40,N,DIOR,F,A,51,N,.,.,.,D,.,.,JG240,DSL2006013,-106.8590428,32.5941073,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,41,N,DIOR,F,A,45,N,.,.,.,.,.,.,JG241,DSL2006013,-106.8589483,32.59406385,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,42,N,DIOR,M,A,0,Y,S,Y,M,.,.,.,JG242,DSL2006013,-106.8588561,32.59401923,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,44,N,DISP,F,A,124,N,.,.,.,.,.,.,JG244,DSL2006013,-106.8586722,32.5939319,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,45,N,SPSP,M,A,116,N,.,.,.,.,.,.,JG245,DSL2006013,-106.8585797,32.59388967,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,46,N,DIOR,.,.,0,.,.,Y,U,.,.,.,JG246,DSL2006013,-106.8584866,32.59383991,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,48,N,DIOR,M,A,52,N,.,.,.,.,.,.,JG248,DSL2006013,-106.8583024,32.59375085,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,55,N,DIOR,M,A,48,N,.,.,.,.,.,.,JG255,DSL2006013,-106.8589548,32.59381376,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,57,N,DIOR,.,J,45,N,.,.,.,D,.,.,JG257,DSL2006013,-106.8588454,32.59365502,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,60,N,DIOR,F,A,49,N,.,.,.,.,.,.,JG260,DSL2006013,-106.8586794,32.5934225,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,63,N,DIOR,F,A,55,N,.,.,.,.,.,.,JG263,DSL2006013,-106.8592239,32.59406062,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,67,N,DIOR,.,A,0,.,.,Y,U,.,.,.,JG167,DSL2006013,-106.8615567,32.59546102,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,67,N,DIOR,M,A,49,Y,S,.,.,.,.,.,JG267,DSL2006013,-106.8592211,32.59374494,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,68,N,NEAL,.,J,115,N,.,.,.,.,.,.,JG268,DSL2006013,-106.8592146,32.59366071,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,69,N,DISP,.,J,46,Y,S,.,.,.,.,.,JG269,DSL2006013,-106.8592119,32.5935654,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,71,N,DIOR,M,A,50,N,.,.,.,.,.,.,JG271,DSL2006013,-106.8592108,32.59338452,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,74,N,PGFL,F,A,7,N,.,.,.,.,.,.,JG274,DSL2006013,-106.8592821,32.59412019,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,79,N,DIOR,F,A,48,N,.,.,.,.,.,.,JG279,DSL2006013,-106.8594977,32.59380526,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,82,N,DIOR,M,A,45,N,.,.,.,.,.,.,JG282,DSL2006013,-106.8596572,32.59357614,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,83,N,DIOR,M,A,59,Y,S,.,.,.,.,.,JG283,DSL2006013,-106.8597112,32.59349666,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,84,N,DIOR,F,A,54,N,.,.,.,.,.,.,JG284,DSL2006013,-106.8597676,32.59342164,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,88,N,SPSP,M,A,110,N,.,.,.,.,.,.,JG288,DSL2006013,-106.8594099,32.59410464,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,89,N,DIOR,F,A,57,N,.,.,.,.,.,.,JG289,DSL2006013,-106.8595033,32.59406094,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,94,N,DIOR,M,A,57,Y,S,.,.,.,.,.,JG294,DSL2006013,-106.8599589,32.59382836,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,101,N,DIOR,M,A,51,Y,S,.,.,.,.,.,JG2101,DSL2006013,-106.8595465,32.59419329,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,102,N,DIOR,M,A,51,Y,S,.,.,.,.,.,JG2102,DSL2006013,-106.8596564,32.5941927,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,104,N,DIOR,M,A,62,Y,S,.,.,.,.,.,JG2104,DSL2006013,-106.85987,32.59418815,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,105,N,DIOR,M,A,53,N,.,.,.,.,.,.,JG2105,DSL2006013,-106.8599726,32.59418855,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,107,N,NEAL,F,A,115,N,.,.,.,.,.,.,JG2107,DSL2006013,-106.8601879,32.59418491,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,111,N,DIOR,M,A,53,N,.,.,.,.,.,.,JG2111,DSL2006013,-106.8593668,32.59426255,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,113,N,DIOR,M,A,51,N,.,.,.,.,.,.,JG2113,DSL2006013,-106.8595089,32.59432987,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,114,N,DISP,F,A,108,N,.,.,.,.,.,.,JG2114,DSL2006013,-106.8595996,32.59437127,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,117,N,DIOR,M,A,54,Y,S,.,.,.,.,.,JG2117,DSL2006013,-106.8598819,32.59450408,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,119,N,DIOR,M,A,53,N,.,.,.,.,.,.,JG2119,DSL2006013,-106.8600658,32.59458982,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,120,N,DISP,M,A,146,Y,S,.,.,.,.,.,JG2120,DSL2006013,-106.8601592,32.59463676,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,126,N,PGFL,F,A,7,N,.,.,.,.,.,.,JG2126,DSL2006013,-106.8594447,32.59450842,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,127,N,DIOR,F,A,47,N,.,.,.,.,.,.,JG2127,DSL2006013,-106.8595004,32.59458712,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,130,N,DIOR,F,A,44,N,.,.,.,.,.,.,JG2130,DSL2006013,-106.8596652,32.59481279,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,131,N,NEAL,.,J,152,N,.,.,.,.,.,.,JG2131,DSL2006013,-106.8597169,32.59489557,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,132,N,DIOR,F,A,48,N,.,.,.,.,.,.,JG2132,DSL2006013,-106.8597707,32.59497354,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,137,N,DISP,F,A,135,N,.,.,.,.,.,.,JG2137,DSL2006013,0,0,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,139,N,DIOR,M,A,52,N,.,.,.,.,.,.,JG2139,DSL2006013,-106.8592348,32.59464919,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,140,N,DIOR,M,A,52,Y,S,.,.,.,.,.,JG2140,DSL2006013,-106.859234,32.59473892,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,143,N,DIOR,F,A,54,N,.,.,.,.,.,.,JG2143,DSL2006013,-106.8592407,32.59500924,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,2,144,N,ONLE,M,A,0,N,.,Y,M,.,.,.,JG2144,DSL2006013,-106.8592386,32.59510114,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,2,N,ONLE,M,A,38,N,.,.,.,.,.,.,JG12,DSL2006013,-106.8615189,32.59599086,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,3,N,PGFL,M,A,4,N,.,.,.,.,.,.,JG33,DSL2006013,-106.8557969,32.59320484,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,4,N,DIOR,M,A,55,Y,S,.,.,.,.,.,JG14,DSL2006013,-106.8614668,32.59606738,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,5,N,DIOR,M,A,39,N,.,.,.,.,.,.,JG35,DSL2006013,-106.8557178,32.5933218,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,9,N,DIOR,M,A,55,Y,S,.,.,.,.,.,JG19,DSL2006013,-106.8612083,32.59645882,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,10,N,SPSP,F,A,130,N,.,.,.,.,.,.,JG310,DSL2006013,-106.855462,32.59371735,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,10,N,SPSP,M,A,70,N,.,.,.,.,.,.,JG110,DSL2006013,-106.8611582,32.59654702,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,11,N,DIOR,F,A,50,N,.,.,.,.,.,.,JG111,DSL2006013,-106.8611072,32.59662167,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,12,N,DIOR,F,A,69,Y,P,.,.,.,.,.,JG112,DSL2006013,-106.8610533,32.59669932,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,12,N,DIOR,M,A,50,N,.,.,.,.,.,.,JG312,DSL2006013,-106.8553576,32.59387541,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,16,N,DIOR,F,A,70,Y,P,.,.,.,.,.,JG116,DSL2006013,-106.8613874,32.59599767,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,19,N,DIOR,M,A,44,N,.,.,.,.,.,.,JG119,DSL2006013,-106.8611083,32.5961331,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,20,N,DIOR,F,A,52,N,.,.,.,.,.,.,JG320,DSL2006013,-106.8553301,32.59337034,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,21,N,DIOR,F,A,56,N,.,.,.,.,.,.,JG121,DSL2006013,-106.8609244,32.59622703,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,22,N,DIOR,M,A,58,N,.,.,.,.,.,.,JG122,DSL2006013,-106.8608323,32.59627216,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,23,N,DIOR,.,J,36,N,.,.,.,.,.,.,JG123,DSL2006013,-106.8607393,32.5963175,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,23,N,NEMI,.,J,160,N,.,.,.,.,.,.,JG323,DSL2006013,-106.8550574,32.59351335,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,24,N,DIOR,M,A,57,Y,S,.,.,.,.,.,JG324,DSL2006013,-106.8549682,32.59356185,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,24,N,DIOR,.,J,42,N,.,.,.,.,.,.,JG124,DSL2006013,-106.8606469,32.59636495,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,28,N,DIOR,F,A,46,N,.,.,.,.,.,.,JG128,DSL2006013,-106.8613528,32.59590662,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,31,N,DIOR,F,A,52,N,.,.,.,.,.,.,JG331,DSL2006013,-106.8553404,32.59309282,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,32,N,DIOR,M,A,63,Y,S,.,.,.,.,.,JG332,DSL2006013,-106.8552323,32.59309418,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,32,N,DIOR,M,A,53,Y,S,.,.,.,.,.,JG132,DSL2006013,-106.8609251,32.5959131,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,33,N,DIOR,M,A,55,N,.,.,.,.,.,.,JG133,DSL2006013,-106.8608161,32.59591278,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,33,N,DISP,F,A,130,N,.,.,.,.,.,.,JG333,DSL2006013,-106.8551264,32.59309546,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,34,N,DIOR,F,A,43,N,.,.,.,.,.,.,JG134,DSL2006013,-106.8607081,32.5959135,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,34,N,DISP,M,A,135,Y,S,.,.,.,.,.,JG334,DSL2006013,-106.8550182,32.59309821,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,42,N,ONLE,F,A,34,N,.,.,.,.,.,.,JG142,DSL2006013,-106.8612046,32.59573494,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,43,N,DIOR,M,A,54,N,.,.,.,.,.,.,JG143,DSL2006013,-106.8611129,32.59569135,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,45,N,DISP,.,J,136,N,.,.,.,.,.,.,JG145,DSL2006013,-106.8609299,32.59561574,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,46,N,DIOR,M,A,55,Y,S,.,.,.,.,.,JG346,DSL2006013,-106.8551135,32.59274559,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,48,N,DIOR,M,A,62,Y,S,.,.,.,.,.,JG348,DSL2006013,-106.8549276,32.59266808,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,48,N,DIOR,M,A,43,N,.,.,.,.,.,.,JG148,DSL2006013,-106.8606467,32.595486,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,57,N,SIHI,.,.,0,.,.,Y,U,.,.,.,JG357,DSL2006013,-106.8554838,32.59254572,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,58,N,DIOR,M,A,55,Y,S,.,.,.,.,.,JG358,DSL2006013,-106.855428,32.59246845,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,64,N,DIOR,F,A,53,N,.,.,.,.,.,.,JG164,DSL2006013,-106.8615661,32.59573497,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,65,N,DIOR,M,A,52,N,.,.,.,.,.,.,JG365,DSL2006013,-106.855863,32.59281435,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,66,N,DIOR,M,A,51,Y,S,.,.,.,.,.,JG166,DSL2006013,-106.8615613,32.5955532,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,69,N,DIOR,M,A,53,N,.,.,.,.,.,.,JG169,DSL2006013,-106.8615529,32.59528305,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,71,N,DIOR,M,A,54,Y,S,.,.,.,.,.,JG371,DSL2006013,-106.8558444,32.59227309,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,72,N,DIOR,M,A,54,Y,S,.,.,.,.,.,JG372,DSL2006013,-106.8558421,32.59218485,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,72,N,DIOR,M,A,59,Y,S,.,.,.,.,.,JG172,DSL2006013,-106.8615431,32.59501637,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,74,N,DIOR,F,A,54,N,.,.,.,.,.,.,JG174,DSL2006013,-106.8616261,32.59583974,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,76,N,DIOR,M,A,52,N,.,.,.,.,.,.,JG176,DSL2006013,-106.8616783,32.5957653,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,76,N,PGFL,M,A,7,N,.,.,.,.,.,.,JG376,DSL2006013,-106.8559733,32.59292798,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,77,N,DIOR,.,J,0,N,.,Y,M,.,.,.,JG177,DSL2006013,-106.861732,32.59568656,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,77,N,DIOR,M,A,52,N,.,.,.,.,.,.,JG377,DSL2006013,-106.856027,32.5928507,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,78,N,DIOR,.,J,34,N,.,.,.,.,.,.,JG378,DSL2006013,-106.8560818,32.59276956,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,78,N,DIOR,M,A,56,Y,S,.,.,.,.,.,JG178,DSL2006013,-106.8617857,32.59560664,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,79,N,DIOR,M,A,0,Y,S,Y,M,.,.,.,JG179,DSL2006013,-106.8618361,32.59552911,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,81,N,DIOR,M,A,51,N,.,.,.,.,.,.,JG181,DSL2006013,-106.8619398,32.5953725,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,82,N,DIOR,F,A,51,N,.,.,.,.,.,.,JG382,DSL2006013,-106.8562889,32.59245657,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,82,N,DIOR,.,.,0,.,.,Y,U,.,.,.,JG182,DSL2006013,-106.8619948,32.59529492,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,84,N,DIOR,M,A,50,N,.,.,.,.,.,.,JG184,DSL2006013,-106.8621027,32.59513841,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,84,N,DISP,M,A,144,Y,S,.,.,.,.,.,JG384,DSL2006013,-106.856391,32.59229794,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,88,N,NEAL,.,J,105,N,.,.,.,.,.,.,JG388,DSL2006013,-106.8560573,32.59298998,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,93,N,DIOR,M,A,50,Y,S,.,.,.,.,.,JG193,DSL2006013,-106.8622127,32.59560125,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,92,N,NEAL,M,A,250,N,.,.,.,.,.,.,JG192,DSL2006013,-106.8621199,32.59564706,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,93,N,NEMI,F,A,0,.,.,Y,U,.,.,.,JG393,DSL2006013,-106.8564992,32.59274033,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,94,N,DIOR,M,A,47,N,.,.,.,.,.,.,JG194,DSL2006013,-106.862304,32.59555522,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,95,N,DIOR,M,A,54,N,.,.,.,.,.,.,JG395,DSL2006013,-106.8566782,32.5926434,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,95,N,PGFL,M,A,8,N,.,.,.,.,.,.,JG195,DSL2006013,-106.8623976,32.59550794,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,96,N,DIOR,F,A,55,N,.,.,.,.,.,.,JG396,DSL2006013,-106.856769,32.59259449,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,96,N,DIOR,M,A,53,N,.,.,.,.,.,.,JG196,DSL2006013,-106.8624913,32.59546696,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,101,N,DIOR,F,A,53,N,.,.,.,.,.,.,JG3101,DSL2006013,-106.8561928,32.59306584,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,102,N,ONLE,M,A,30,N,.,.,.,.,.,.,JG1102,DSL2006013,-106.8619984,32.59591565,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,103,N,SPSP,F,A,120,N,.,.,.,.,.,.,JG1103,DSL2006013,-106.8621034,32.59591457,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,104,N,DIOR,F,A,59,N,.,.,.,.,.,.,JG3104,DSL2006013,-106.8565139,32.59305422,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,106,N,DIOR,F,A,53,N,.,.,.,.,.,.,JG1106,DSL2006013,-106.8624233,32.59590984,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,106,N,NEAL,.,.,0,.,.,Y,U,.,.,.,JG3106,DSL2006013,-106.8567266,32.59304403,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,111,N,DIOR,M,A,59,Y,S,.,.,.,.,.,JG3111,DSL2006013,-106.8560143,32.59314889,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,113,N,DIOR,F,A,52,N,.,.,.,.,.,.,JG1113,DSL2006013,-106.8618485,32.59605624,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,113,N,ONLE,.,J,28,N,.,.,.,.,.,.,JG3113,DSL2006013,-106.8561537,32.59321706,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,116,N,DIOR,M,A,62,Y,S,.,.,.,.,.,JG1116,DSL2006013,-106.8621279,32.59618913,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,117,N,DIOR,F,A,56,N,.,.,.,.,.,.,JG1117,DSL2006013,-106.8622189,32.59623177,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,118,N,DIOR,M,A,59,Y,S,.,.,.,.,.,JG3118,DSL2006013,-106.8566195,32.59343812,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,120,N,DIOR,M,A,60,Y,S,.,.,.,.,.,JG3120,DSL2006013,-106.8568073,32.59352788,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,123,N,DIOR,.,J,44,N,.,.,.,.,.,.,JG1123,DSL2006013,-106.8616568,32.59603605,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,126,N,DIOR,.,J,42,N,.,.,.,.,.,.,JG1126,DSL2006013,-106.8617899,32.59622738,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,126,N,DISP,F,A,153,N,.,.,.,.,.,.,JG3126,DSL2006013,-106.8560984,32.59339668,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,128,N,DIOR,M,A,58,N,.,.,.,.,.,.,JG3128,DSL2006013,-106.8562089,32.59355162,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,129,N,DISP,F,A,125,N,.,.,.,.,.,.,JG3129,DSL2006013,-106.8562659,32.59362833,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,129,N,DISP,M,A,157,N,.,.,.,.,.,.,JG1129,DSL2006013,-106.8619503,32.59646107,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,1,130,N,DIOR,.,.,0,.,.,Y,U,.,.,.,JG1130,DSL2006013,-106.8620036,32.59654006,100-086-9.1,210-086-3.1
1997,F,10/28/1997,JG,1,3,132,N,NEMI,.,J,50,N,.,.,.,.,.,.,JG3132,DSL2006013,-106.85643,32.59385743,100-086-9.1,210-086-3.1
